Coords	Name	MIRNA	white_1_trimmed	white_2_trimmed	red_1_trimmed	red_2_trimmed	SRR1586419_trimmed	SRR1586420_trimmed	SRR1586421_trimmed	SRR1586422_trimmed	SRR1586423_trimmed	SRR1586424_trimmed	SRR1586425_trimmed	SRR1586426_trimmed
Fvb7:5383953-5384654	User_locus_8786	N	45	20	39	51	7	30	142	262	121	167	46	1
Fvb7:5384697-5384998	User_locus_8787	N	10	16	14	8	0	17	33	59	25	71	14	3
Fvb7:5385210-5385643	User_locus_8788	N	14	17	13	4	4	36	44	119	38	153	43	4
Fvb7:5403704-5404134	User_locus_8789	N	28	16	23	6	7	11	5	17	20	35	15	6
Fvb7:5404233-5404617	User_locus_8790	N	68	42	19	18	13	39	0	18	15	73	58	14
Fvb7:5407041-5407490	User_locus_8791	N	2	5	0	0	0	3	2	8	12	15	14	1
Fvb7:5428023-5428441	User_locus_8792	N	0	5	0	0	0	0	0	2	0	0	0	2
Fvb7:5506847-5507543	User_locus_8793	N	99	106	128	69	45	98	30	20	144	78	12	7
Fvb7:5508264-5508743	User_locus_8794	N	15	30	11	27	0	9	1	35	29	49	28	17
Fvb7:5523327-5523716	User_locus_8795	N	4	5	6	14	0	5	3	24	13	16	24	12
Fvb7:5523730-5524116	User_locus_8796	N	14	7	9	10	0	0	8	25	9	24	10	8
Fvb7:5527157-5527717	User_locus_8797	N	0	0	0	0	2	0	0	1	0	0	1	0
Fvb7:5545555-5546253	User_locus_8798	N	5	7	3	2	4	4	5	33	37	32	17	20
Fvb7:5578740-5579241	User_locus_8799	N	20	27	14	3	1	1	3	12	2	9	3	1
Fvb7:5699727-5700425	User_locus_8800	N	6	2	2	1	1	8	6	15	3	5	6	2
Fvb7:5709759-5710112	User_locus_8801	N	1	2	0	0	0	0	0	9	0	1	1	0
Fvb7:5715521-5716218	User_locus_8802	N	8	9	8	2	1	5	5	35	11	14	18	2
Fvb7:5740051-5740480	User_locus_8803	N	11	14	12	1	1	4	1	17	1	14	13	2
Fvb7:5740577-5740914	User_locus_8804	N	13	8	3	0	5	24	0	7	4	12	9	4
Fvb7:5810553-5811161	User_locus_8805	N	75	64	62	43	21	39	6	132	176	308	305	60
Fvb7:5813078-5813524	User_locus_8806	N	57	68	44	47	31	92	73	198	89	206	84	35
Fvb7:5822427-5822954	User_locus_8807	N	7	19	11	5	18	76	1	75	69	166	100	20
Fvb7:5823159-5823847	User_locus_8808	N	2	0	1	1	1	7	0	0	3	6	6	1
Fvb7:5990329-5990717	User_locus_8809	N	0	2	0	3	0	0	0	1	1	9	3	0
Fvb7:6022452-6022853	User_locus_8810	N	101	89	186	70	36	105	219	457	104	122	30	43
Fvb7:6044673-6045216	User_locus_8811	N	14	3	11	4	3	6	0	17	14	25	10	4
Fvb7:6047296-6047599	User_locus_8812	N	38	24	30	11	8	56	10	67	24	171	46	21
Fvb7:6049463-6050160	User_locus_8813	N	7	12	0	6	0	11	5	15	9	16	1	1
Fvb7:6099666-6100066	User_locus_8814	N	47	21	15	16	14	52	2	18	38	188	139	11
Fvb7:6167411-6167891	User_locus_8815	N	11	0	8	0	2	20	0	34	4	22	20	14
Fvb7:6210680-6211110	User_locus_8816	N	48	38	44	1	0	220	46	82	28	71	57	19
Fvb7:6263213-6263645	User_locus_8817	N	6	18	3	8	0	0	0	0	0	0	0	0
Fvb7:6313550-6314248	User_locus_8818	N	3	1	1	0	3	2	2	7	12	34	14	6
Fvb7:6335256-6335953	User_locus_8819	N	1	0	0	0	2	0	0	0	1	4	1	0
Fvb7:6363518-6363760	User_locus_8820	N	18	18	24	3	0	6	1	11	8	52	16	4
Fvb7:6365329-6365845	User_locus_8821	N	7	4	5	2	0	16	2	30	22	12	18	6
Fvb7:6425387-6425793	User_locus_8822	N	22	13	3	15	16	135	0	50	3	17	27	6
Fvb7:6432849-6433547	User_locus_8823	N	5	3	4	1	2	2	2	9	6	10	10	0
Fvb7:6433920-6434387	User_locus_8824	N	0	0	0	0	2	0	0	0	2	7	0	0
Fvb7:6588630-6589071	User_locus_8825	N	110	67	108	57	28	106	23	126	140	246	162	109
Fvb7:6589078-6589420	User_locus_8826	N	16	9	19	20	2	24	3	57	88	153	45	27
Fvb7:6607179-6607638	User_locus_8827	N	466	331	136	88	136	680	559	3225	386	2007	62	17
Fvb7:6620695-6620977	User_locus_8828	N	14	14	21	17	4	0	15	13	0	2	6	6
Fvb7:6621084-6621419	User_locus_8829	N	19	8	42	10	0	21	56	47	25	66	22	3
Fvb7:6621426-6621806	User_locus_8830	N	27	71	50	54	9	9	33	14	47	78	47	1
Fvb7:6623836-6624452	User_locus_8831	N	22	21	34	18	5	19	23	94	15	27	3	0
Fvb7:6772827-6773027	User_locus_8832	N	50	29	61	41	5	18	36	98	11	109	7	5
Fvb7:6831791-6832167	User_locus_8833	N	3	1	2	0	4	0	3	4	3	22	3	0
Fvb7:6850760-6851194	User_locus_8834	N	0	7	0	0	0	25	7	13	31	43	28	5
Fvb7:6861148-6861831	User_locus_8835	N	30	63	22	4	4	2	7	70	42	81	20	7
Fvb7:6996417-6996694	User_locus_8836	N	3	1	1	2	0	2	1	6	5	50	7	1
Fvb7:7000414-7001104	User_locus_8837	N	26	11	8	5	7	12	2	55	12	26	35	7
Fvb7:7037709-7038179	User_locus_8838	N	32	2	37	5	2	0	0	1	0	8	0	0
Fvb7:7100534-7100980	User_locus_8839	N	0	13	2	6	0	0	1	17	2	27	5	16
Fvb7:7116501-7117199	User_locus_8840	N	1	0	0	0	0	0	0	81	0	3	0	17
Fvb7:7121582-7122009	User_locus_8841	N	45	43	18	31	0	13	7	15	42	70	20	9
Fvb7:7127404-7127955	User_locus_8842	N	101	133	58	34	16	190	11	135	144	276	259	166
Fvb7:7128055-7128742	User_locus_8843	N	23	17	11	4	2	9	3	35	18	48	19	10
Fvb7:7162461-7162852	User_locus_8844	N	87	44	40	26	35	91	11	56	72	158	63	8
Fvb7:7173651-7174040	User_locus_8845	N	28	16	33	3	13	44	20	54	9	30	13	15
Fvb7:7178414-7178794	User_locus_8846	N	65	27	26	4	4	25	9	90	85	114	48	8
Fvb7:7246294-7246710	User_locus_8847	N	16	11	24	2	2	0	8	37	23	46	25	3
Fvb7:7280875-7281569	User_locus_8848	N	2	1	2	1	0	2	0	3	1	10	3	5
Fvb7:7329989-7330362	User_locus_8849	N	119	135	91	49	29	123	57	509	160	893	482	91
Fvb7:7337463-7337732	User_locus_8850	N	0	4	19	15	0	0	0	33	11	16	2	19
Fvb7:7337498-7338054	User_locus_8851	N	5	4	24	20	0	5	3	52	33	39	14	31
Fvb7:7378199-7378578	User_locus_8852	N	75	40	22	12	23	43	4	95	47	156	62	15
Fvb7:7379872-7380250	User_locus_8853	N	25	12	18	6	1	12	0	15	6	39	37	6
Fvb7:7404879-7405322	User_locus_8854	N	39	28	30	22	1	38	6	99	122	124	44	16
Fvb7:7458818-7459290	User_locus_8855	N	0	7	1	0	0	0	0	7	0	1	3	0
Fvb7:7478247-7478944	User_locus_8856	N	6	11	0	1	0	0	0	6	11	2	24	0
Fvb7:7513868-7514565	User_locus_8857	N	2	0	1	0	2	0	5	11	10	5	0	3
Fvb7:7529669-7529849	User_locus_8858	N	17	5	26	6	2	7	0	26	26	13	8	3
Fvb7:7546887-7547226	User_locus_8859	N	18	8	0	1	0	13	0	20	2	3	10	0
Fvb7:7590692-7591024	User_locus_8860	N	34	40	20	12	3	13	2	67	33	112	17	7
Fvb7:7620756-7621344	User_locus_8861	N	6	3	4	1	0	1	10	23	33	39	8	3
Fvb7:7670826-7671362	User_locus_8862	N	101	67	64	24	17	131	13	163	107	215	166	59
Fvb7:7703571-7703970	User_locus_8863	N	13	11	0	1	0	46	6	57	24	112	115	8
Fvb7:7844000-7844394	User_locus_8864	N	29	21	2	6	3	23	9	118	38	38	46	17
Fvb7:7884941-7885122	User_locus_8865	N	3	2	0	3	0	7	3	22	3	11	5	7
Fvb7:7922334-7922769	User_locus_8866	N	128	55	28	9	42	113	42	177	149	343	279	57
Fvb7:7935976-7936674	User_locus_8867	N	3	5	10	2	2	8	0	12	5	28	14	14
Fvb7:7937886-7938059	User_locus_8868	N	4	6	2	2	4	1	5	21	13	39	15	6
Fvb7:7967163-7967385	User_locus_8869	N	7	6	1	1	1	2	5	20	12	35	13	2
Fvb7:8019913-8020265	User_locus_8870	N	93	124	294	152	5	52	56	157	146	111	43	23
Fvb7:8035487-8035746	User_locus_8871	N	16	4	13	6	0	5	1	11	16	24	10	0
Fvb7:8035836-8036109	User_locus_8872	N	13	0	0	2	3	0	0	25	16	21	6	2
Fvb7:8035984-8036342	User_locus_8873	N	31	32	13	45	7	51	14	102	88	105	62	15
Fvb7:8037765-8038121	User_locus_8874	N	171	97	88	89	80	338	185	648	536	1148	798	353
Fvb7:8057340-8057671	User_locus_8875	N	0	2	2	0	0	1	0	5	0	8	14	3
Fvb7:8061721-8062084	User_locus_8876	N	0	4	19	1	18	0	1	4	0	27	9	0
Fvb7:8140062-8140759	User_locus_8877	N	5	2	6	4	1	0	1	5	5	4	3	1
Fvb7:8149818-8150261	User_locus_8878	N	4	0	4	9	5	27	0	29	5	31	8	6
Fvb7:8150262-8150666	User_locus_8879	N	61	35	63	27	55	210	34	239	163	149	83	26
Fvb7:8152713-8153101	User_locus_8880	N	69	56	70	27	6	66	37	176	60	190	93	35
Fvb7:8154772-8155171	User_locus_8881	N	31	31	15	13	20	92	88	345	105	214	49	129
Fvb7:8155179-8155477	User_locus_8882	N	118	97	49	27	16	179	67	211	58	123	31	12
Fvb7:8155484-8155946	User_locus_8883	N	26	31	19	20	3	35	43	143	48	93	19	10
Fvb7:8167526-8168165	User_locus_8884	N	7	1	2	1	0	12	0	19	3	9	11	2
Fvb7:8168375-8168794	User_locus_8885	N	38	18	0	4	1	17	5	49	18	47	35	17
Fvb7:8234573-8235248	User_locus_8886	N	63	29	21	16	3	17	8	53	49	184	39	7
Fvb7:8269786-8270235	User_locus_8887	N	0	1	0	1	0	0	0	4	1	39	14	0
Fvb7:8270406-8270820	User_locus_8888	N	15	3	12	2	0	3	2	49	35	16	18	8
Fvb7:8306341-8306791	User_locus_8889	N	58	16	51	36	24	80	13	88	71	122	57	13
Fvb7:8349249-8349710	User_locus_8890	N	32	14	14	13	1	7	5	33	17	118	116	4
Fvb7:8349711-8350090	User_locus_8891	N	53	27	63	62	12	23	125	437	200	258	244	79
Fvb7:8420627-8420813	User_locus_8892	N	69	67	56	9	8	129	8	107	55	143	108	28
Fvb7:8421038-8421466	User_locus_8893	N	57	48	33	46	9	73	24	118	100	316	239	54
Fvb7:8447547-8448018	User_locus_8894	N	74	43	49	20	19	9	25	100	80	148	70	10
Fvb7:8464713-8465066	User_locus_8895	N	27	41	13	0	11	7	19	34	105	110	55	11
Fvb7:8465071-8465464	User_locus_8896	N	11	2	1	16	1	24	0	25	26	10	10	25
Fvb7:8468030-8468283	User_locus_8897	N	85	57	44	38	8	128	3	89	39	195	276	38
Fvb7:8489248-8489732	User_locus_8898	N	9	6	8	12	0	11	7	43	22	47	24	4
Fvb7:8569768-8570092	User_locus_8899	N	53	19	8	0	0	0	0	26	11	14	9	6
Fvb7:8573350-8573672	User_locus_8900	N	19	24	4	11	11	5	9	31	9	65	69	13
Fvb7:8598422-8598658	User_locus_8901	N	1	1	0	2	1	0	0	6	15	16	9	1
Fvb7:8652532-8652921	User_locus_8902	N	8	0	6	0	0	0	0	0	10	0	10	5
Fvb7:8658633-8659064	User_locus_8903	N	0	6	0	1	0	3	3	6	0	8	0	3
Fvb7:8666781-8667029	User_locus_8904	N	0	0	0	0	0	0	0	0	0	1	0	0
Fvb7:8676155-8676754	User_locus_8905	N	10	9	3	0	0	8	1	9	4	28	16	3
Fvb7:8677115-8677534	User_locus_8906	N	6	2	3	7	2	4	0	3	0	31	12	2
Fvb7:8677538-8677946	User_locus_8907	N	1	4	0	5	0	0	1	10	9	15	0	0
Fvb7:8677638-8678234	User_locus_8908	N	8	9	2	8	0	0	1	14	10	18	1	0
Fvb7:8731254-8731702	User_locus_8909	N	0	6	0	10	1	59	25	97	29	30	132	43
Fvb7:8732191-8732705	User_locus_8910	N	45	24	63	50	4	0	1	33	1	86	41	22
Fvb7:8736512-8736920	User_locus_8911	N	12	2	6	6	0	16	4	9	12	51	28	6
Fvb7:8736922-8737329	User_locus_8912	N	1	0	33	11	0	4	0	111	49	27	77	0
Fvb7:8820084-8820490	User_locus_8913	N	37	20	28	25	5	16	3	45	25	132	79	14
Fvb7:8823401-8823867	User_locus_8914	N	3	0	0	0	0	3	0	11	0	1	2	0
Fvb7:8830241-8830789	User_locus_8915	N	33	20	21	7	4	10	5	46	53	128	53	5
Fvb7:8834230-8834549	User_locus_8916	N	24	26	8	2	45	167	0	34	16	128	82	17
Fvb7:8851873-8852236	User_locus_8917	N	18	16	17	15	8	45	0	22	5	50	34	8
Fvb7:8853159-8853664	User_locus_8918	N	0	1	1	2	0	1	6	4	0	3	8	0
Fvb7:8876852-8877135	User_locus_8919	N	152	106	151	137	56	178	50	154	473	480	176	107
Fvb7:8882601-8883298	User_locus_8920	N	5	1	34	23	1	0	0	11	0	18	6	3
Fvb7:8883597-8884017	User_locus_8921	N	22	21	16	11	1	34	15	61	55	109	46	11
Fvb7:8889767-8890057	User_locus_8922	N	8	0	1	7	0	0	0	13	7	12	0	5
Fvb7:8922926-8923457	User_locus_8923	N	57	16	36	16	10	26	8	24	23	165	118	14
Fvb7:9098908-9099420	User_locus_8924	N	32	26	28	7	9	26	6	73	81	105	67	12
Fvb7:9172668-9173071	User_locus_8925	N	9	1	1	0	3	7	1	1	2	15	8	1
Fvb7:9191018-9191298	User_locus_8926	N	6	5	13	6	6	0	5	21	30	9	7	2
Fvb7:9191318-9191696	User_locus_8927	N	1	5	0	3	0	0	1	12	52	30	2	0
Fvb7:9191720-9191998	User_locus_8928	N	3	1	0	0	7	0	6	18	1	1	0	13
Fvb7:9213363-9213897	User_locus_8929	N	9	8	4	7	6	44	78	216	18	76	3	0
Fvb7:9213898-9214224	User_locus_8930	N	5	3	0	3	19	32	150	157	135	173	4	13
Fvb7:9362737-9363122	User_locus_8931	N	133	85	86	21	6	60	23	224	141	399	263	43
Fvb7:9371692-9372147	User_locus_8932	N	31	38	26	20	5	5	0	25	8	59	29	3
Fvb7:9372156-9372559	User_locus_8933	N	21	11	3	12	0	7	0	21	10	22	9	0
Fvb7:9372594-9372943	User_locus_8934	N	19	16	48	19	1	8	47	66	26	76	10	12
Fvb7:9376460-9376872	User_locus_8935	N	121	98	78	75	45	219	40	279	509	860	551	133
Fvb7:9414000-9414362	User_locus_8936	N	311	126	176	80	49	432	38	327	264	639	598	131
Fvb7:9437072-9437462	User_locus_8937	N	100	40	59	66	43	153	112	403	195	271	273	134
Fvb7:9474575-9474883	User_locus_8938	N	209	142	123	70	168	732	267	1403	590	933	693	182
Fvb7:9548044-9548403	User_locus_8939	N	86	58	17	23	40	59	133	387	70	416	181	22
Fvb7:9548757-9549258	User_locus_8940	N	2	8	1	2	0	12	39	11	7	4	1	6
Fvb7:9549259-9549724	User_locus_8941	N	49	0	13	0	0	154	50	261	27	174	48	25
Fvb7:9550080-9550424	User_locus_8942	N	81	84	55	35	22	26	560	1318	235	172	19	1
Fvb7:9550811-9551225	User_locus_8943	N	110	59	58	10	0	18	85	155	223	106	13	1
Fvb7:9595211-9595659	User_locus_8944	N	0	0	1	0	1	3	0	0	0	1	2	1
Fvb7:9597160-9597448	User_locus_8945	N	21	27	13	3	33	36	97	210	117	120	26	4
Fvb7:9607847-9608243	User_locus_8946	N	5	5	0	0	0	2	0	7	0	3	21	13
Fvb7:9619908-9620291	User_locus_8947	N	120	88	56	21	10	90	17	148	123	181	82	29
Fvb7:9637072-9637452	User_locus_8948	N	9	14	27	4	5	21	16	138	21	72	42	5
Fvb7:9637458-9637812	User_locus_8949	N	45	34	104	90	3	19	51	142	35	69	33	26
Fvb7:9637819-9638205	User_locus_8950	N	3	3	12	2	27	0	3	87	36	40	20	21
Fvb7:9671040-9671419	User_locus_8951	N	27	29	17	14	14	15	19	51	153	103	23	46
Fvb7:9726284-9726785	User_locus_8952	N	39	30	20	22	1	17	7	28	73	155	108	15
Fvb7:9790532-9790955	User_locus_8953	N	0	0	0	0	0	0	1	0	0	0	0	0
Fvb7:9841422-9841734	User_locus_8954	N	34	50	27	31	12	196	14	139	55	324	278	41
Fvb7:9845734-9846188	User_locus_8955	N	0	4	0	1	2	7	0	4	1	7	0	0
Fvb7:9846196-9846547	User_locus_8956	N	5	7	12	0	0	20	0	19	10	33	2	0
Fvb7:9864393-9864812	User_locus_8957	N	8	0	0	1	2	4	0	0	4	18	0	0
Fvb7:9864814-9865207	User_locus_8958	N	27	17	9	2	1	21	11	31	13	49	43	11
Fvb7:9865225-9865905	User_locus_8960	N	83	83	38	33	27	45	60	134	111	168	35	8
Fvb7:9865247-9865537	User_locus_8959	N	25	14	12	5	0	19	33	63	49	29	14	4
Fvb7:9901028-9901572	User_locus_8961	N	0	2	7	3	0	1	12	33	10	14	18	14
Fvb7:9949954-9950445	User_locus_8962	N	2	1	3	2	3	0	3	0	1	9	4	0
Fvb7:9954396-9954820	User_locus_8963	N	12	7	11	9	2	13	4	18	13	114	12	9
Fvb7:9958595-9959031	User_locus_8964	N	1	17	1	0	0	0	1	5	9	31	16	6
Fvb7:9959256-9959669	User_locus_8965	N	19	23	16	22	11	0	31	32	22	55	36	6
Fvb7:9959670-9960090	User_locus_8966	N	8	3	1	0	1	5	6	8	15	39	8	1
Fvb7:9960107-9960541	User_locus_8967	N	1	2	1	4	2	11	6	0	54	73	0	8
Fvb7:9971334-9971769	User_locus_8968	N	12	11	4	1	6	14	16	87	50	76	21	2
Fvb7:9971781-9972119	User_locus_8969	N	36	46	11	23	37	45	207	452	261	226	21	11
Fvb7:9972148-9972541	User_locus_8970	N	12	7	12	6	7	40	4	25	5	48	3	6
Fvb7:9972940-9973338	User_locus_8971	N	11	15	4	10	14	13	175	305	98	97	0	6
Fvb7:9973359-9973795	User_locus_8972	N	1	5	1	0	6	12	27	91	16	48	12	2
Fvb7:9973841-9974115	User_locus_8973	N	30	36	10	18	38	117	194	463	278	170	14	0
Fvb7:9974957-9975437	User_locus_8974	N	82	50	32	26	3	95	4	16	31	197	97	13
Fvb7:10030634-10031293	User_locus_8975	N	18	20	18	15	11	22	8	65	48	68	56	13
Fvb7:10038758-10039144	User_locus_8976	N	21	14	22	6	6	16	2	23	25	33	26	3
Fvb7:10153518-10153962	User_locus_8977	N	1	2	0	0	4	11	10	27	0	14	8	0
Fvb7:10154767-10155110	User_locus_8978	N	0	18	0	0	0	0	0	1	0	0	0	0
Fvb7:10159145-10159599	User_locus_8979	N	5	12	0	0	1	0	0	6	1	0	1	10
Fvb7:10186339-10186799	User_locus_8980	N	53	56	51	39	15	31	6	42	59	157	110	24
Fvb7:10191282-10191728	User_locus_8981	N	20	176	40	32	11	26	12	101	257	468	290	7
Fvb7:10213009-10213430	User_locus_8982	N	151	148	126	72	43	361	32	260	126	691	495	105
Fvb7:10221691-10222225	User_locus_8983	N	3	0	0	0	1	0	6	3	1	17	0	0
Fvb7:10277726-10278047	User_locus_8984	N	10	12	21	4	5	5	19	72	26	35	18	4
Fvb7:10291043-10291482	User_locus_8985	N	0	0	0	0	2	3	18	21	21	11	1	2
Fvb7:10291773-10292193	User_locus_8986	N	20	47	0	1	0	1	0	21	26	41	92	3
Fvb7:10292195-10292581	User_locus_8987	N	17	20	8	2	5	48	65	160	176	125	24	40
Fvb7:10321465-10321815	User_locus_8988	N	22	13	7	9	2	24	6	26	7	41	21	5
Fvb7:10440754-10441133	User_locus_8989	N	4	3	0	1	0	7	1	3	0	1	7	1
Fvb7:10441815-10442165	User_locus_8990	N	33	18	22	8	1	0	6	43	20	55	41	19
Fvb7:10453583-10453949	User_locus_8991	N	50	53	53	30	10	231	54	182	172	485	256	34
Fvb7:10487191-10487471	User_locus_8992	N	2	3	0	0	0	0	0	5	0	5	5	3
Fvb7:10521691-10522102	User_locus_8993	N	130	83	47	16	167	252	1336	3842	316	1394	7	7
Fvb7:10523935-10524334	User_locus_8994	N	117	127	41	31	163	348	1048	4338	176	1030	34	6
Fvb7:10524577-10525275	User_locus_8995	N	100	57	45	25	42	100	686	2162	351	594	16	3
Fvb7:10525833-10526265	User_locus_8996	N	17	28	31	7	5	6	13	179	59	110	8	7
Fvb7:10555658-10556077	User_locus_8997	N	19	16	13	13	5	21	2	19	27	25	24	6
Fvb7:10571844-10572287	User_locus_8998	N	78	10	33	15	8	58	0	30	11	15	67	58
Fvb7:10572289-10572641	User_locus_8999	N	196	202	111	120	97	991	28	160	1001	1702	1016	430
Fvb7:10572648-10573122	User_locus_9000	N	218	218	127	129	103	987	33	149	1020	1684	1046	416
Fvb7:10573951-10574297	User_locus_9001	N	125	142	230	157	21	38	85	214	169	150	78	25
Fvb7:10574491-10574843	User_locus_9002	N	46	83	67	47	13	33	59	88	197	143	89	33
Fvb7:10627440-10627750	User_locus_9003	N	19	14	9	0	0	29	1	7	6	65	61	17
Fvb7:10631868-10632275	User_locus_9004	N	40	36	52	48	35	136	114	322	286	280	114	34
Fvb7:10632508-10633188	User_locus_9005	N	2	31	0	0	2	0	27	94	10	133	34	26
Fvb7:10682669-10683365	User_locus_9006	N	63	26	25	17	2	27	26	66	49	144	71	15
Fvb7:10707387-10707787	User_locus_9007	N	30	27	24	10	25	35	218	229	135	133	3	0
Fvb7:10714966-10715347	User_locus_9008	N	17	11	13	7	6	27	19	60	73	88	28	18
Fvb7:10715354-10715717	User_locus_9009	N	20	27	12	18	20	15	18	59	94	100	6	6
Fvb7:10715773-10716022	User_locus_9010	N	14	3	4	0	3	1	15	30	44	32	7	1
Fvb7:10716084-10716479	User_locus_9011	N	44	20	8	17	20	31	53	121	114	98	5	5
Fvb7:10722782-10723123	User_locus_9012	N	32	16	14	13	13	20	46	171	12	154	0	2
Fvb7:10737868-10738327	User_locus_9013	N	13	6	3	7	2	32	1	77	16	86	53	17
Fvb7:10750243-10750620	User_locus_9014	N	67	44	17	13	0	81	2	43	32	138	68	25
Fvb7:10767087-10767398	User_locus_9015	N	53	36	29	21	3	18	6	38	24	63	52	8
Fvb7:10797378-10797773	User_locus_9016	N	24	22	14	11	6	24	4	96	28	87	56	9
Fvb7:10868137-10868549	User_locus_9017	N	7	0	2	3	0	7	0	1	21	23	16	27
Fvb7:10870945-10871241	User_locus_9018	N	29	39	47	32	14	71	40	138	147	163	129	96
Fvb7:10946187-10946569	User_locus_9019	N	26	19	17	9	15	1	16	63	47	57	20	18
Fvb7:10960248-10960633	User_locus_9020	N	1	0	1	2	0	0	0	2	0	3	8	1
Fvb7:10999417-10999896	User_locus_9021	N	69	30	18	15	10	67	2	39	40	73	58	8
Fvb7:11006147-11006329	User_locus_9022	N	2	8	1	0	0	2	0	12	4	4	4	6
Fvb7:11029660-11030162	User_locus_9023	N	93	41	63	28	4	78	21	99	103	135	56	20
Fvb7:11039270-11039474	User_locus_9024	N	9	0	3	3	0	0	0	0	8	16	8	0
Fvb7:11071263-11071666	User_locus_9025	N	18	9	13	0	1	4	3	5	11	15	5	0
Fvb7:11072062-11072449	User_locus_9026	N	60	21	44	26	2	18	8	51	57	93	83	30
Fvb7:11085475-11086083	User_locus_9027	N	662	629	678	451	81	712	181	579	1051	953	801	1228
Fvb7:11117844-11118536	User_locus_9028	N	7	5	2	4	1	12	4	36	11	25	17	15
Fvb7:11162214-11162530	User_locus_9029	N	0	0	0	0	0	0	0	0	0	0	0	1
Fvb7:11166927-11167127	User_locus_9030	N	0	0	0	0	0	0	0	0	0	0	0	0
Fvb7:11213621-11213963	User_locus_9031	N	39	28	38	17	8	59	7	55	47	77	68	11
Fvb7:11218591-11219019	User_locus_9032	N	24	13	8	2	16	0	6	22	18	111	4	24
Fvb7:11287760-11288180	User_locus_9033	N	0	10	16	0	0	7	2	11	17	123	77	17
Fvb7:11373477-11373900	User_locus_9034	N	4	3	8	5	5	4	8	31	37	30	23	2
Fvb7:11373965-11374262	User_locus_9035	N	22	9	7	6	2	48	3	44	27	83	30	3
Fvb7:11432092-11432586	User_locus_9036	N	35	28	26	21	12	26	12	109	141	87	43	5
Fvb7:11432906-11433361	User_locus_9037	N	24	10	0	0	29	1	0	34	0	30	63	49
Fvb7:11508831-11509264	User_locus_9038	N	1	1	0	0	0	1	0	3	2	3	0	0
Fvb7:11530686-11531151	User_locus_9039	N	27	36	35	19	8	71	2	18	20	90	76	9
Fvb7:11542185-11542577	User_locus_9040	N	23	19	13	13	4	13	4	70	26	87	25	16
Fvb7:11542584-11543016	User_locus_9041	N	0	3	2	2	0	11	0	29	1	17	14	10
Fvb7:11621026-11621452	User_locus_9042	N	13	1	6	11	0	51	2	15	16	56	36	2
Fvb7:11625685-11625979	User_locus_9043	N	1	0	4	0	0	0	3	11	5	7	12	0
Fvb7:11626015-11626476	User_locus_9044	N	10	1	5	3	1	4	13	52	23	33	16	5
Fvb7:11626506-11626840	User_locus_9045	N	1	13	2	0	0	0	0	13	2	13	15	1
Fvb7:11639292-11639720	User_locus_9046	N	14	4	6	10	0	0	7	23	16	38	20	10
Fvb7:11684209-11684629	User_locus_9047	N	0	3	0	2	0	35	4	23	0	15	2	5
Fvb7:11684630-11685031	User_locus_9048	N	28	20	47	8	5	44	6	58	15	90	28	28
Fvb7:11732830-11733287	User_locus_9049	N	6	9	5	2	2	24	1	24	11	30	33	6
Fvb7:11741669-11742197	User_locus_9050	N	86	52	81	15	14	72	15	91	81	199	117	34
Fvb7:11749829-11750060	User_locus_9051	N	2	4	0	0	0	1	0	3	1	1	3	2
Fvb7:11886505-11886906	User_locus_9052	N	2	1	3	0	0	0	0	8	0	7	7	0
Fvb7:11886914-11887353	User_locus_9053	N	0	0	0	3	0	0	0	11	7	1	2	0
Fvb7:11960933-11961417	User_locus_9054	N	7	0	2	2	3	4	1	13	10	8	3	1
Fvb7:11961722-11961921	User_locus_9055	N	0	3	1	0	0	0	0	4	0	19	2	0
Fvb7:11997965-11998609	User_locus_9056	N	7	6	4	8	2	13	7	43	16	46	24	13
Fvb7:12031023-12031468	User_locus_9057	N	26	30	26	7	6	17	12	73	22	145	102	49
Fvb7:12031479-12031906	User_locus_9058	N	48	55	51	8	2	87	22	170	145	252	186	58
Fvb7:12151753-12152064	User_locus_9059	N	88	47	36	48	7	53	7	48	68	108	31	31
Fvb7:12194169-12194507	User_locus_9060	N	23	19	10	7	11	46	3	35	31	136	69	8
Fvb7:12199884-12200581	User_locus_9061	N	35	24	25	8	2	40	6	69	71	123	53	12
Fvb7:12269442-12269752	User_locus_9062	N	492	284	300	135	37	122	67	346	160	557	211	24
Fvb7:12396747-12397202	User_locus_9063	N	0	12	37	0	0	12	0	54	0	77	20	0
Fvb7:12397203-12397618	User_locus_9064	N	8	0	0	9	0	0	0	42	30	53	6	5
Fvb7:12397626-12398062	User_locus_9065	N	1	0	3	0	0	0	0	25	10	19	10	0
Fvb7:12398077-12398525	User_locus_9066	N	1	1	3	1	1	0	2	18	6	0	30	3
Fvb7:12398572-12398893	User_locus_9067	N	0	5	0	0	0	0	7	4	9	0	1	0
Fvb7:12398894-12399332	User_locus_9068	N	2	3	0	0	0	0	0	12	5	14	20	2
Fvb7:12399333-12399706	User_locus_9069	N	0	0	1	0	1	0	3	18	5	1	0	6
Fvb7:12400529-12400949	User_locus_9070	N	296	194	196	89	18	50	7	68	31	407	152	31
Fvb7:12416705-12417043	User_locus_9071	N	4	0	11	12	0	3	3	9	8	7	6	6
Fvb7:12537740-12538219	User_locus_9072	N	78	10	5	20	0	9	2	35	5	25	81	0
Fvb7:12538220-12538639	User_locus_9073	N	25	11	10	7	1	35	14	36	6	123	132	2
